Date,fatigue,mood,readiness,sleep_duration_h,sleep_quality,soreness,stress,steps,calories,lightly_active_minutes,moderately_active_minutes,very_active_minutes,resting_heart_rate,overall_score,deep_sleep_in_minutes,restlessness,sleep_3d_avg,sleep_7d_avg,sleep_score_yesterday,steps_yesterday,steps_3d_avg,fatigue_yesterday,fatigue_3d_avg,stress_yesterday,mood_class
2019-11-03,3.0,4.0,8.0,9.0,4.0,3.0,4.0,17228.0,1670.3999999999999,0,0,0,0.0,75.0,40.0,0.1521472392638037,75.0,75.0,0.0,0.0,17228.0,0.0,3.0,0.0,Neutral
2019-11-06,4.0,3.0,7.0,7.0,2.0,3.0,3.0,17228.0,3134.3,183,20,77,0.0,75.0,40.0,0.1521472392638037,75.0,75.0,75.0,17228.0,17228.0,3.0,3.5,4.0,Neutral
2019-11-07,3.0,3.0,7.0,7.0,3.0,2.0,3.0,16074.0,3404.18,222,14,98,0.0,75.0,40.0,0.1521472392638037,75.0,75.0,75.0,17228.0,16843.333333333332,4.0,3.3333333333333335,3.0,Neutral
2019-11-08,3.0,3.0,7.0,7.0,3.0,3.0,3.0,17375.0,3557.44,227,17,80,0.0,72.0,72.0,0.2016895459345301,74.0,74.25,75.0,16074.0,16892.333333333332,3.0,3.3333333333333335,3.0,Neutral
2019-11-09,3.0,3.0,5.0,7.0,3.0,3.0,3.0,18903.0,3598.74,177,28,128,0.0,67.0,35.0,0.0755336617405583,71.33333333333333,72.8,72.0,17375.0,17450.666666666668,3.0,3.0,3.0,Neutral
2019-11-10,3.0,3.0,6.0,6.0,3.0,3.0,3.0,15647.0,3633.83,227,36,109,0.0,80.0,76.0,0.2017167381974249,73.0,74.0,67.0,18903.0,17308.333333333332,3.0,3.0,3.0,Neutral
2019-11-11,3.0,3.0,8.0,6.0,3.0,3.0,3.0,21991.0,3968.62,113,39,143,0.0,79.0,67.0,0.1378091872791519,75.33333333333333,74.71428571428571,80.0,15647.0,18847.0,3.0,3.0,3.0,Neutral
2019-11-13,3.0,2.0,6.0,7.0,3.0,3.0,3.0,21369.0,4349.62,260,49,128,0.0,67.0,28.0,0.1695501730103806,75.33333333333333,73.57142857142857,79.0,21991.0,19669.0,3.0,3.0,3.0,Low
2019-11-15,3.0,3.0,5.0,6.0,3.0,3.0,3.0,14219.0,3802.89,250,32,108,0.0,69.0,50.0,0.0961298377028714,71.66666666666667,72.71428571428571,67.0,21369.0,19193.0,3.0,3.0,3.0,Neutral
2019-11-17,3.0,3.0,4.0,7.0,3.0,3.0,3.0,4918.0,2392.35,191,7,4,0.0,69.0,39.0,0.0715268225584594,68.33333333333333,71.85714285714286,69.0,14219.0,13502.0,3.0,3.0,3.0,Neutral
2019-11-18,3.0,3.0,5.0,7.0,3.0,3.0,3.0,24041.0,4714.26,126,34,215,0.0,79.0,75.0,0.0883905013192612,72.33333333333333,72.85714285714286,69.0,4918.0,14392.666666666666,3.0,3.0,3.0,Neutral
2019-11-19,2.0,3.0,4.0,7.0,3.0,2.0,3.0,1409.0,1883.3799999999999,50,0,0,0.0,80.0,36.0,0.1364175563463819,76.0,74.71428571428571,79.0,24041.0,10122.666666666666,3.0,2.6666666666666665,3.0,Neutral
2019-11-20,3.0,3.0,6.0,7.0,3.0,3.0,3.0,19635.0,3488.99,132,26,144,0.0,65.0,62.0,0.1610738255033557,74.66666666666667,72.57142857142857,80.0,1409.0,15028.333333333334,2.0,2.6666666666666665,3.0,Neutral
2019-11-22,3.0,3.0,4.0,6.0,3.0,3.0,3.0,11579.0,3863.55,118,10,152,0.0,74.0,38.0,0.182237600922722,73.0,71.85714285714286,65.0,19635.0,10874.333333333334,3.0,2.6666666666666665,3.0,Neutral
2019-11-23,3.0,3.0,5.0,6.0,3.0,3.0,3.0,17081.0,3595.99,331,35,90,0.0,79.0,55.0,0.169774288518155,72.66666666666667,73.57142857142857,74.0,11579.0,16098.333333333334,3.0,3.0,3.0,Neutral
2019-11-24,3.0,3.0,2.0,6.0,3.0,3.0,3.0,3132.0,2304.31,167,0,0,0.0,58.0,20.0,0.0687830687830687,70.33333333333333,72.0,79.0,17081.0,10597.333333333334,3.0,3.0,3.0,Neutral
2019-11-25,3.0,3.0,6.0,6.0,3.0,3.0,3.0,22800.0,4074.19,97,38,178,0.0,82.0,58.0,0.124860646599777,73.0,73.85714285714286,58.0,3132.0,14337.666666666666,3.0,3.0,3.0,Neutral
2019-11-26,3.0,3.0,6.0,6.0,3.0,3.0,3.0,22487.0,3639.94,147,45,158,0.0,74.0,46.0,0.0974421437271619,71.33333333333333,73.14285714285714,82.0,22800.0,16139.666666666666,3.0,3.0,3.0,Neutral
2019-11-28,3.0,3.0,6.0,6.0,3.0,3.0,3.0,9594.0,2721.52,110,12,63,0.0,76.0,51.0,0.1746216530849825,77.33333333333333,72.57142857142857,74.0,22487.0,18293.666666666668,3.0,3.0,3.0,Neutral
2019-11-29,3.0,3.0,5.0,5.0,3.0,3.0,3.0,16534.0,3269.56,204,36,94,0.0,82.0,86.0,0.1201814058956916,77.33333333333333,75.0,76.0,9594.0,16205.0,3.0,3.0,3.0,Neutral
2019-12-01,3.0,3.0,2.0,8.0,3.0,3.0,3.0,20025.0,3629.05,161,17,165,0.0,58.0,43.0,0.1825318940137389,72.0,72.71428571428571,82.0,16534.0,15384.333333333334,3.0,3.0,3.0,Neutral
2019-12-02,3.0,3.0,2.0,6.0,3.0,3.0,3.0,26116.0,4072.93,128,34,214,0.0,81.0,87.0,0.1104582843713278,73.66666666666667,73.0,58.0,20025.0,20891.666666666668,3.0,3.0,3.0,Neutral
2019-12-03,3.0,3.0,2.0,6.0,3.0,3.0,3.0,14643.0,3530.66,196,26,117,0.0,75.0,73.0,0.2088535754824063,71.33333333333333,75.42857142857143,81.0,26116.0,20261.333333333332,3.0,3.0,3.0,Neutral
2019-12-04,3.0,3.0,2.0,6.0,3.0,3.0,3.0,10886.0,2927.13,269,12,40,0.0,79.0,54.0,0.1354401805869074,78.33333333333333,75.0,75.0,14643.0,17215.0,3.0,3.0,3.0,Neutral
2019-12-05,3.0,3.0,3.0,6.0,3.0,3.0,3.0,19220.0,3963.94,194,21,130,0.0,70.0,63.0,0.2020431328036322,74.66666666666667,74.42857142857143,79.0,10886.0,14916.333333333334,3.0,3.0,3.0,Neutral
2019-12-07,3.0,3.0,4.0,6.0,3.0,3.0,3.0,21078.0,4000.56,250,28,144,0.0,71.0,74.0,0.1652989449003517,73.33333333333333,73.71428571428571,70.0,19220.0,17061.333333333332,3.0,3.0,3.0,Neutral
2019-12-08,3.0,3.0,4.0,6.0,3.0,3.0,3.0,21623.0,4116.59,189,29,165,0.0,68.0,43.0,0.1097708082026538,69.66666666666667,71.71428571428571,71.0,21078.0,20640.333333333332,3.0,3.0,3.0,Neutral
2019-12-10,3.0,3.0,5.0,6.0,3.0,3.0,3.0,9379.0,2849.62,251,11,37,0.0,71.0,50.0,0.1081441922563418,70.0,73.57142857142857,68.0,21623.0,17360.0,3.0,3.0,3.0,Neutral
2019-12-12,3.0,3.0,5.0,6.0,3.0,3.0,3.0,19928.0,3972.73,171,42,160,0.0,66.0,69.0,0.171021377672209,68.33333333333333,71.42857142857143,71.0,9379.0,16976.666666666668,3.0,3.0,3.0,Neutral
2019-12-14,3.0,3.0,4.0,7.0,3.0,3.0,3.0,11890.0,3047.8,189,11,70,0.0,58.0,25.0,0.1702127659574468,65.0,69.0,66.0,19928.0,13732.333333333334,3.0,3.0,3.0,Neutral
2019-12-15,3.0,3.0,4.0,7.0,3.0,3.0,3.0,19888.0,3738.68,153,25,135,0.0,79.0,101.0,0.110792741165234,67.66666666666667,69.0,58.0,11890.0,17235.333333333332,3.0,3.0,3.0,Neutral
2019-12-19,3.0,3.0,5.0,6.0,3.0,3.0,3.0,13145.0,3128.73,208,18,68,0.0,63.0,18.0,0.1768368617683686,66.66666666666667,68.0,79.0,19888.0,14974.333333333334,3.0,3.0,3.0,Neutral
2019-12-20,3.0,3.0,4.0,7.0,3.0,3.0,3.0,22707.0,4168.25,209,25,133,0.0,75.0,72.0,0.0932515337423312,72.33333333333333,68.57142857142857,63.0,13145.0,18580.0,3.0,3.0,3.0,Neutral
2019-12-21,3.0,3.0,5.0,7.0,3.0,3.0,3.0,10055.0,2970.63,287,14,34,0.0,72.0,76.0,0.1786120591581342,70.0,69.14285714285714,75.0,22707.0,15302.333333333334,3.0,3.0,3.0,Neutral
2019-12-23,3.0,3.0,3.0,7.0,3.0,3.0,3.0,9261.0,2845.46,263,20,25,0.0,70.0,24.0,0.066079295154185,72.33333333333333,69.0,72.0,10055.0,14007.666666666666,3.0,3.0,3.0,Neutral
2019-12-24,3.0,3.0,3.0,7.0,3.0,3.0,3.0,15626.0,3763.03,273,48,74,0.0,74.0,64.0,0.2193419740777667,72.0,70.14285714285714,70.0,9261.0,11647.333333333334,3.0,3.0,3.0,Neutral
2019-12-26,3.0,3.0,3.0,7.0,3.0,3.0,3.0,18867.0,3878.0099999999998,237,33,135,0.0,78.0,61.0,0.1573986804901036,74.0,73.0,74.0,15626.0,14584.666666666666,3.0,3.0,3.0,Neutral
2019-12-27,3.0,3.0,4.0,7.0,3.0,3.0,3.0,9417.0,2789.79,145,7,64,0.0,72.0,74.0,0.1165966386554621,74.66666666666667,72.0,78.0,18867.0,14636.666666666666,3.0,3.0,3.0,Neutral
2019-12-28,3.0,3.0,4.0,7.0,3.0,3.0,3.0,16565.0,3682.73,181,17,111,0.0,80.0,68.0,0.198051948051948,76.66666666666667,74.42857142857143,72.0,9417.0,14949.666666666666,3.0,3.0,3.0,Neutral
2019-12-29,3.0,3.0,3.0,7.0,3.0,3.0,3.0,8065.0,2752.56,135,3,55,0.0,70.0,65.0,0.2508361204013378,74.0,73.71428571428571,80.0,16565.0,11349.0,3.0,3.0,3.0,Neutral
2019-12-31,3.0,3.0,5.0,7.0,3.0,3.0,3.0,1058.0,1862.4099999999999,25,2,7,0.0,73.0,59.0,0.1905805038335158,74.33333333333333,73.85714285714286,70.0,8065.0,8562.666666666666,3.0,3.0,3.0,Neutral
2020-01-01,3.0,3.0,2.0,7.0,3.0,3.0,3.0,239.0,1749.74,6,0,0,0.0,73.0,59.0,0.1905805038335158,72.0,74.28571428571429,73.0,1058.0,3120.6666666666665,3.0,3.0,3.0,Neutral
2020-01-02,3.0,3.0,6.0,7.0,3.0,4.0,3.0,8414.0,2995.93,240,16,48,0.0,72.0,56.0,0.1691248770894788,72.66666666666667,74.0,73.0,239.0,3237.0,3.0,3.0,3.0,Neutral
2020-01-05,3.0,3.0,5.0,7.0,3.0,3.0,3.0,13684.0,3316.96,143,32,106,0.0,74.0,70.0,0.1836547291092745,73.0,73.42857142857143,72.0,8414.0,7445.666666666667,3.0,3.0,3.0,Neutral
2020-01-07,3.0,3.0,5.0,6.0,2.0,3.0,3.0,21214.0,4129.72,208,8,141,0.0,77.0,50.0,0.1216374269005848,74.33333333333333,74.14285714285714,74.0,13684.0,14437.333333333334,3.0,3.0,3.0,Neutral
2020-01-09,3.0,3.0,4.0,6.0,3.0,3.0,3.0,12857.0,2962.92,136,22,85,0.0,71.0,46.0,0.1516853932584269,74.0,72.85714285714286,77.0,21214.0,15918.333333333334,3.0,3.0,3.0,Neutral
2020-01-10,3.0,3.0,5.0,7.0,2.0,3.0,3.0,20111.0,4373.83,160,14,172,0.0,76.0,78.0,0.1738623103850641,74.66666666666667,73.71428571428571,71.0,12857.0,18060.666666666668,3.0,3.0,3.0,Neutral
2020-01-11,3.0,3.0,4.0,6.0,3.0,2.0,3.0,5824.0,2587.77,222,3,11,0.0,57.0,10.0,0.2217573221757322,68.0,71.42857142857143,76.0,20111.0,12930.666666666666,3.0,3.0,3.0,Neutral
2020-01-13,3.0,3.0,5.0,6.0,3.0,3.0,3.0,15668.0,3112.14,120,29,99,0.0,79.0,72.0,0.1445929526123937,70.66666666666667,72.28571428571429,57.0,5824.0,13867.666666666666,3.0,3.0,3.0,Neutral
2020-01-14,3.0,3.0,6.0,7.0,3.0,3.0,3.0,21089.0,4162.63,145,26,159,0.0,68.0,44.0,0.2037974683544303,68.0,71.71428571428571,79.0,15668.0,14193.666666666666,3.0,3.0,3.0,Neutral
2020-01-17,3.0,3.0,7.0,6.0,3.0,3.0,3.0,23550.0,4296.73,169,27,154,0.0,62.0,26.0,0.1957364341085271,69.66666666666667,70.0,68.0,21089.0,20102.333333333332,3.0,3.0,3.0,Neutral
2020-01-18,3.0,3.0,4.0,6.0,3.0,3.0,3.0,15735.0,3733.87,223,13,135,0.0,75.0,88.0,0.1450381679389313,68.33333333333333,69.71428571428571,62.0,23550.0,20124.666666666668,3.0,3.0,3.0,Neutral
2020-01-20,2.0,3.0,3.0,6.0,3.0,3.0,3.0,15403.0,3154.83,147,12,90,0.0,78.0,30.0,0.1832402234636871,71.66666666666667,70.71428571428571,75.0,15735.0,18229.333333333332,3.0,2.6666666666666665,3.0,Neutral
